EC,1850,53200,   0,55051
ER,55033,   9,   8
EC,1859,54192,   0,56051
ER,56034,   9,   8
EC,1868,55184,   0,57052
ER,57034,   9,   8
EC,1876,56176,   0,58053
ER,58035,   9,   8
EC,1885,57168,   0,59053
ER,59035,   9,   8
EC,1893,58160,   0,60054
ER,60036,   9,   8
EC,1901,59153,   0,61055
ER,61037,   9,   8
EC,1910,60144,   0,62055
ER,62037,   9,   8
EC,1918,61137,   0,63056
ER,63038,   9,   8
decrypt, 41374434,41374452
llego jejeje
encrypt, 41374690,41374704
n,10265,41374690,41374690,41374704,41374874
encrypt, 41375138,41375156
S,49544,41375136,41375138,41375156,41375324
encrypt, 41594942,41594960
S,49544,41594940,41594942,41594960,41595132
EC,1930,62126,   0,64056
ER,64037,  10,   8
encrypt, 42034370,42034388
S,49544,42034368,42034370,42034388,42034560
EC,1939,63117,   0,65056
ER,65037,  11,   8
encrypt, 42913084,42913102
S,49544,42913082,42913084,42913102,42913274
EC,1948,64109,   0,66057
ER,66037,  11,   8
EC,1957,65100,   0,67058
ER,67038,  11,   8
EC,1965,66093,   0,68058
ER,68038,  11,   8
encrypt, 44669388,44669408
S,49544,44669388,44669388,44669408,44669578
EC,1974,67084,   0,69059
ER,69039,  11,   8
EC,1983,68076,   0,70059
ER,70039,  11,   8
EC,1991,69068,   0,71060
ER,71040,  11,   8
EC,2000,70060,   0,72060
ER,72040,  11,   8
EC,2008,71053,   0,73061
ER,73041,  11,   8
EC,2017,72044,   0,74061
ER,74041,  11,   8
EC,2025,73037,   0,75062
ER,75042,  11,   8
EC,2034,74028,   0,76062
ER,76042,  11,   8
EC,2042,75021,   0,77063
ER,77043,  11,   8
EC,2050,76013,   0,78064
ER,78043,  11,   8
EC,2059,77005,   0,79064
ER,79044,  11,   8
EC,2068,77996,   0,80065
ER,80044,  11,   8
EC,2076,78989,   0,81066
ER,81045,  11,   8
EC,2085,79981,   0,82066
ER,82045,  11,   8
EC,2093,80973,   0,83067
ER,83046,  11,   8
EC,2102,81965,   0,84067
ER,84047,  11,   8
EC,2110,82957,   0,85068
ER,85047,  11,   8
EC,2118,83949,   0,86068
ER,86048,  11,   8
EC,2127,84940,   0,87068
ER,87046,  14,   8
EC,2136,85933,   0,88069
ER,88047,  14,   8
EC,2144,86925,   0,89070
ER,89047,  14,   8
EC,2153,87917,   0,90070
ER,90048,  14,   8
EC,2161,88909,   0,91071
ER,91048,  14,   8
EC,2170,89901,   0,92072
ER,92049,  14,   8
EC,2178,90893,   0,93072
ER,93049,  14,   8
decrypt, 61033954,61033972
llego jejeje
encrypt, 61034210,61034224
n,10271,61034208,61034210,61034224,61034394
encrypt, 61034656,61034674
S,49545,61034656,61034656,61034674,61034844
encrypt, 61316342,61316360
S,49545,61316340,61316342,61316360,61316532
EC,2190,91882,   0,94072
ER,94049,  15,   8
encrypt, 61878442,61878460
S,49545,61878440,61878442,61878460,61878632
EC,2199,92873,   0,95073
ER,95049,  15,   8
EC,2208,93865,   0,96074
ER,96050,  15,   8
encrypt, 63001786,63001806
S,49545,63001786,63001786,63001806,63001976
EC,2217,94856,   0,97074
ER,97050,  15,   8
EC,2226,95849,   0,98075
ER,98050,  15,   8
EC,2234,96841,   0,99075
ER,99051,  15,   8
encrypt, 65247864,65247882
S,49545,65247862,65247864,65247882,65248054
EC,2244,97832,   0,100076
ER,100050,  17,   8
EC,2252,98824,   0,101076
ER,101050,  17,   8
EC,2261,99816,   0,102077
ER,102051,  17,   8
EC,2269,100808,   0,103077
ER,103051,  17,   8
EC,2278,101800,   0,104078
ER,104052,  17,   8
EC,2286,102792,   0,105078
ER,105052,  17,   8
EC,2295,103784,   0,106079
ER,106052,  17,   8
EC,2303,104776,   0,107080
ER,107053,  17,   8
EC,2312,105768,   0,108080
ER,108054,  17,   8
EC,2320,106760,   0,109081
ER,109055,  17,   8
EC,2329,107752,   0,110081
ER,110055,  17,   8
EC,2338,108744,   0,111082
ER,111056,  17,   8
EC,2346,109735,   0,112082
ER,112056,  17,   8
EC,2355,110728,   0,113083
ER,113057,  17,   8
EC,2363,111720,   0,114083
ER,114057,  17,   8
EC,2372,112712,   0,115084
ER,115058,  17,   8
EC,2380,113703,   0,116084
ER,116058,  17,   8
EC,2389,114696,   0,117085
ER,117059,  17,   8
EC,2397,115688,   0,118086
ER,118059,  17,   8
EC,2406,116680,   0,119086
ER,119060,  17,   8
EC,2414,117672,   0,120087
ER,120060,  17,   8
EC,2423,118664,   0,121088
ER,121061,  17,   8
EC,2432,119656,   0,122088
ER,122061,  17,   8
EC,2440,120648,   0,123089
ER,123062,  17,   8
decrypt, 80694188,80694206
llego jejeje
encrypt, 80694444,80694456
n,10277,80694442,80694444,80694456,80694626
encrypt, 80694890,80694908
S,49546,80694888,80694890,80694908,80695078
encrypt, 80996134,80996152
S,49546,80996132,80996134,80996152,80996324
EC,2451,121637,   0,124089
ER,124061,  19,   8
encrypt, 81597766,81597784
S,49546,81597764,81597766,81597784,81597956
EC,2461,122629,   0,125090
ER,125062,  19,   8
EC,2469,123620,   0,126090
ER,126062,  19,   8
encrypt, 82799870,82799890
S,49546,82799870,82799870,82799890,82800060
EC,2478,124611,   0,127090
ER,127062,  19,   8
EC,2487,125603,   0,128091
ER,128062,  19,   8
EC,2495,126596,   0,129092
ER,129063,  19,   8
encrypt, 85203854,85203874
S,49546,85203854,85203854,85203872,85204044
EC,2505,127587,   0,130092
ER,130063,  20,   8
EC,2513,128579,   0,131093
ER,131064,  20,   8
EC,2522,129571,   0,132093
ER,132065,  20,   8
EC,2530,130564,   0,133094
ER,133066,  20,   8
EC,2538,131555,   0,134094
ER,134066,  20,   8
EC,2547,132548,   0,135095
ER,135067,  20,   8
EC,2555,133540,   0,136095
ER,136067,  20,   8
EC,2564,134532,   0,137096
ER,137068,  20,   8
EC,2572,135524,   0,138097
ER,138068,  20,   8
EC,2581,136516,   0,139097
ER,139069,  20,   8
EC,2589,137508,   0,140098
ER,140069,  20,   8
EC,2598,138500,   0,141098
ER,141070,  20,   8
EC,2606,139492,   0,142099
ER,142070,  20,   8
EC,2614,140485,   0,143100
ER,143071,  20,   8
EC,2623,141476,   0,144100
ER,144071,  20,   8
EC,2631,142469,   0,145101
ER,145072,  20,   8
EC,2640,143460,   0,146101
ER,146072,  20,   8
EC,2649,144453,   0,147102
ER,147073,  20,   8
EC,2657,145445,   0,148102
ER,148073,  20,   8
EC,2665,146437,   0,149103
ER,149074,  20,   8
EC,2674,147429,   0,150103
ER,150075,  20,   8
EC,2682,148421,   0,151104
ER,151075,  20,   8
EC,2691,149413,   0,152104
ER,152076,  20,   8
EC,2699,150405,   0,153105
ER,153076,  20,   8
decrypt, 100356986,100357004
llego jejeje
encrypt, 100357252,100357266
n,10283,100357252,100357252,100357266,100357448
encrypt, 100357734,100357752
S,49547,100357732,100357734,100357752,100357932
encrypt, 100657956,100657974
S,49547,100657956,100657956,100657974,100658158
EC,2711,151394,   0,154105
ER,154076,  21,   8
encrypt, 101257026,101257046
S,49547,101257026,101257026,101257046,101257228
EC,2720,152385,   0,155106
ER,155076,  21,   8
EC,2729,153377,   0,156106
ER,156076,  21,   8
encrypt, 102455018,102455036
S,49547,102455016,102455018,102455036,102455220
EC,2738,154368,   0,157107
ER,157077,  22,   8
EC,2747,155360,   0,158108
ER,158077,  22,   8
EC,2755,156353,   0,159108
ER,159078,  22,   8
encrypt, 104849552,104849570
S,49547,104849550,104849552,104849570,104849752
EC,2765,157343,   0,160108
ER,160077,  22,   8
EC,2773,158336,   0,161109
ER,161078,  22,   8
EC,2781,159328,   0,162110
ER,162079,  22,   8
EC,2790,160320,   0,163111
ER,163080,  22,   8
EC,2798,161312,   0,164111
ER,164080,  22,   8
EC,2807,162304,   0,165112
ER,165081,  22,   8
EC,2815,163296,   0,166112
ER,166081,  22,   8
EC,2824,164288,   0,167113
ER,167082,  22,   8
EC,2832,165280,   0,168113
ER,168082,  22,   8
EC,2841,166273,   0,169114
ER,169083,  22,   8
EC,2849,167264,   0,170114
ER,170083,  22,   8
EC,2858,168257,   0,171115
ER,171084,  22,   8
EC,2866,169249,   0,172115
ER,172084,  22,   8
EC,2875,170241,   0,173116
ER,173085,  22,   8
EC,2883,171233,   0,174116
ER,174085,  22,   8
EC,2892,172224,   0,175117
ER,175086,  22,   8
EC,2901,173216,   0,176117
ER,176086,  22,   8
EC,2909,174208,   0,177118
ER,177087,  22,   8
EC,2918,175201,   0,178119
ER,178088,  22,   8
EC,2926,176193,   0,179119
ER,179088,  22,   8
